cord_uid,doi,sha,pdf_json_files,pmc_json_files,title,trigger_terms,appositive_phrases
qeuo8or6,10.1111/imm.13201,0367d34e2fee7ec9c8953a784b7e8a583fa77018,document_parses/pdf_json/0367d34e2fee7ec9c8953a784b7e8a583fa77018.json,document_parses/pmc_json/PMC7160655.xml.json,"Guide to Immunopharmacology: a database to boost immunology education, research and therapy",database,Guide to Immunopharmacology: a database
btg09q73,10.3390/bios11080291,cf18cc5f85d337d225e0a9c9d33806c744a0f8d8,document_parses/pdf_json/cf18cc5f85d337d225e0a9c9d33806c744a0f8d8.json,document_parses/pmc_json/PMC8392528.xml.json,Electroanalytical Overview: Electrochemical Sensing Platforms for Food and Drink Safety,Platforms,Electroanalytical Overview: Electrochemical Sensing Platforms
lfidowf4,10.2147/amep.s299759,ea223ac63d9bea6e0a04df5dfecaea6379887bac,document_parses/pdf_json/ea223ac63d9bea6e0a04df5dfecaea6379887bac.json,document_parses/pmc_json/PMC7850163.xml.json,Use of an Adaptive e-Learning Platform as a Formative Assessment Tool in the Cardiovascular System Course Component of an MBBS Programme [Letter],Platform,Use of an Adaptive e-Learning Platform
g2zdv5dc,10.1002/alr.22689,a13dd5ddc15c5d954b675e4bf8ddec58535c7ab9,document_parses/pdf_json/a13dd5ddc15c5d954b675e4bf8ddec58535c7ab9.json,,Reply to: Correspondence – International Registry of Otolaryngologist – Head and Neck Surgeons with COVID‐19,Registry,Reply to: Correspondence – International Registry
qnz30sdk,10.1093/nar/gkab1021,69fdbe9fdf892b13311c7774d2db444b60a441e5,document_parses/pdf_json/69fdbe9fdf892b13311c7774d2db444b60a441e5.json,document_parses/pmc_json/PMC8728276.xml.json,INDI—integrated nanobody database for immunoinformatics,database,INDI—integrated nanobody database
l3ec6gdm,10.12688/f1000research.74645.1,7ad498c622bb16c11080d1b79f0a8a671abf00f7,document_parses/pdf_json/7ad498c622bb16c11080d1b79f0a8a671abf00f7.json,document_parses/pmc_json/PMC9034173.xml.json,"Temporal trends of sex differences for COVID-19 infection, hospitalisation, severe disease, intensive care unit (ICU) admission and death: a meta-analysis of 229 studies covering over 10M patients",meta-analysis,"Temporal trends of sex differences for COVID-19 infection, hospitalisation, severe disease, intensive care unit (ICU) admission and death: a meta-analysis"
pu2gy68n,10.1186/s12859-020-03881-z,655b7c36849a40dd8fa2dabf683de198cd3feff4; 4f8d6623dbe520187a032102b833f2499391b949,document_parses/pdf_json/655b7c36849a40dd8fa2dabf683de198cd3feff4.json; document_parses/pdf_json/4f8d6623dbe520187a032102b833f2499391b949.json,document_parses/pmc_json/PMC7776311.xml.json,Propedia: a database for protein–peptide identification based on a hybrid clustering algorithm,database,Propedia: a database
7dkqwaiu,10.1111/ene.14748,41dfd09ed70d0b63145822ab656abad813600d2f,document_parses/pdf_json/41dfd09ed70d0b63145822ab656abad813600d2f.json,document_parses/pmc_json/PMC8013314.xml.json,Neurological complications of COVID‐19 in hospitalized patients: The registry of a neurology department in the first wave of the pandemic,registry,Neurological complications of COVID‐19 in hospitalized patients: The registry
q3qjf5j9,10.1007/5584_2021_665,,,,The Probable Protective Effect of Photobiomodulation on the Inflammation of the Airway and Lung in COVID-19 Treatment: A Preclinical and Clinical Meta-Analysis.,Meta-Analysis,Lung in COVID-19 Treatment: A Preclinical and Clinical Meta-Analysis
hstomkk5,10.1534/g3.117.041491,942326084a2892419bebfb4508ed7158c158fac9,document_parses/pdf_json/942326084a2892419bebfb4508ed7158c158fac9.json,document_parses/pmc_json/PMC5473744.xml.json,Inbred Strain Variant Database (ISVdb): A Repository for Probabilistically Informed Sequence Differences Among the Collaborative Cross Strains and Their Founders,Repository,Inbred Strain Variant Database (ISVdb): A Repository
lr4lrllo,10.3233/jad-229002,,,,Erratum to: Does Certainty of Genuine Treatment Increase the Drug Response in Alzheimer's Disease Patients: A Meta-Analysis and Critical Discussion.,Meta-Analysis,Increase the Drug Response in Alzheimer's Disease Patients: A Meta-Analysis
6e8gdfcf,10.1097/md.0000000000022177,ac32d6e4e5dffed97d8f859cf21b228c8d34a4b0,document_parses/pdf_json/ac32d6e4e5dffed97d8f859cf21b228c8d34a4b0.json,document_parses/pmc_json/PMC7505303.xml.json,Effectiveness and safety of acupuncture for anxiety disorder of coronavirus disease 2019: A protocol of systematic review and meta-analysis,meta-analysis,2019: A protocol of systematic review and meta-analysis
y6xzo94k,10.1007/s00120-022-01765-z,,,,[Safety and efficacy of en bloc vs. conventional transurethral resection of bladder tumors: a meta-analysis and systematic review]./ Sicherheit und Effizienz der en bloc vs. konventionellen transurethralen Resektion von Blasentumoren: eine Metaanalyse und systematic Review,meta-analysis,[Safety and efficacy of en bloc vs. conventional transurethral resection of bladder tumors: a meta-analysis
rhojc8hx,10.1016/j.numecd.2020.05.014,18e9e45659afeb7facbabe5107454fd292be32a9,document_parses/pdf_json/18e9e45659afeb7facbabe5107454fd292be32a9.json,,Diabetes as a risk factor for greater COVID-19 severity and in-hospital death: a meta-analysis of observational studies,meta-analysis,Diabetes as a risk factor for greater COVID-19 severity and in-hospital death: a meta-analysis
b79omhbh,10.1093/ptj/pzab075,1254d4ffc5fd5a7bbca6a3add32c14e69e544071,document_parses/pdf_json/1254d4ffc5fd5a7bbca6a3add32c14e69e544071.json,,Effectiveness of Telerehabilitation in Physical Therapist Practice: An Umbrella and Mapping Review with Meta–Meta-Analysis,Meta-Analysis,Mapping Review with Meta–Meta-Analysis
zz8nx6z1,10.6859/aja.202202/pp.0003,,,,Comparison of Radiofrequency and Corticosteroid Injection for Treatment of Lumbar Facet Joint Pain: A Meta-Analysis,Meta-Analysis,Lumbar Facet Joint Pain: A Meta-Analysis
rablo2cm,10.1038/s41418-020-00680-0,dc18ab1a2ac7ff3f47f3c6196d1c68e0c2253be3,document_parses/pdf_json/dc18ab1a2ac7ff3f47f3c6196d1c68e0c2253be3.json,document_parses/pmc_json/PMC7734914.xml.json,Engineering organoids: a promising platform to understand biology and treat diseases,platform,Engineering organoids: a promising platform
6c5az4oj,10.1039/c8ra02658k,,,,"1,3,5-Triphenylbenzene: a versatile photoluminescent chemo-sensor platform and supramolecular building block",platform,"1,3,5-Triphenylbenzene: a versatile photoluminescent chemo-sensor platform"
itda59dg,10.1016/j.ijid.2021.01.069,c5731ae63a7679b49337e683de27e52f7e51621f,document_parses/pdf_json/c5731ae63a7679b49337e683de27e52f7e51621f.json,,Incubation period of COVID-19: a meta-analysis,meta-analysis,Incubation period of COVID-19: a meta-analysis
zgg3tkuz,10.1136/bmjopen-2020-038223,f52e27dd9820b0b425cf526270ebecbe9e2fbe8d; 602acd244d0b06a6287d59ef483a05c873c50aa9,document_parses/pdf_json/f52e27dd9820b0b425cf526270ebecbe9e2fbe8d.json; document_parses/pdf_json/602acd244d0b06a6287d59ef483a05c873c50aa9.json,document_parses/pmc_json/PMC7682447.xml.json,"Longitudinal study of symptom burden in outpatients with advanced cancers based on electronic Patient-Reported Outcome (ePRO) platform: a single institution, prospective study protocol",platform,Patient-Reported Outcome (ePRO) platform
df5t66yq,10.1016/j.ajem.2021.08.054,9a170488cf4038529a98f8130c18d4ec6f29e060,document_parses/pdf_json/9a170488cf4038529a98f8130c18d4ec6f29e060.json,document_parses/pmc_json/PMC8386099.xml.json,The association between obesity and ICU admission among COVID-19 patients: A meta-analysis of adjusted risk estimates,meta-analysis,The association between obesity and ICU admission among COVID-19 patients: A meta-analysis
freff9cm,10.4088/jcp.21r13969,,,,The Effect of Repetitive Transcranial Magnetic Stimulation on Suicidal Ideation in Treatment-Resistant Depression: A Meta-Analysis.,Meta-Analysis,The Effect of Repetitive Transcranial Magnetic Stimulation on Suicidal Ideation in Treatment-Resistant Depression: A Meta-Analysis
ofq9svdd,10.1093/bib/bbaa425,,,,HVIDB: a comprehensive database for human-virus protein-protein interactions.,database,HVIDB: a comprehensive database
71bg6grx,10.3389/fpsyg.2021.729302,4382615091b3d3ba520e834432bd20fd11633177,document_parses/pdf_json/4382615091b3d3ba520e834432bd20fd11633177.json,document_parses/pmc_json/PMC8548418.xml.json,Baby’s Online Live Database: An Open Platform for Developmental Science,Platform,’s Online Live Database: An Open Platform
25285u24,10.1159/000369561,40f7b162fb74bd044f4eb05cdce48a1d1c6018b4,document_parses/pdf_json/40f7b162fb74bd044f4eb05cdce48a1d1c6018b4.json,document_parses/pmc_json/PMC7179531.xml.json,Incidence of Respiratory Viral Infections Detected by PCR and Real-Time PCR in Adult Patients with Community-Acquired Pneumonia: A Meta-Analysis,Meta-Analysis,Incidence of Respiratory Viral Infections Detected by PCR and Real-Time PCR in Adult Patients with Community-Acquired Pneumonia: A Meta-Analysis
pw3oytp8,10.3171/2022.2.peds21234,,,,Intracranial aneurysms in the infant population: an institutional case series and individual participant data meta-analysis,individual participant data; individual participant data meta-analysis; meta-analysis,and individual participant data meta-analysis; Intracranial aneurysms in the infant population: an institutional case series and individual participant data
1d5lqph5,10.1016/j.micpath.2022.105498,9bd773ec023bea23ed005c768a175b1a758e9be7; 63a1488dc9052ae10a6bf9a313a8c51e48a26eca,document_parses/pdf_json/9bd773ec023bea23ed005c768a175b1a758e9be7.json; document_parses/pdf_json/63a1488dc9052ae10a6bf9a313a8c51e48a26eca.json,document_parses/pmc_json/PMC8949659.xml.json,"Accuracy of clustered regularly interspaced short palindromic repeats (CRISPR) to diagnose COVID-19, a meta-analysis",meta-analysis,") to diagnose COVID-19, a meta-analysis"
zjg73ynw,10.1016/j.arcmed.2021.08.002,a613b48533bc7943d6122d49c46528f0713bf6b5,document_parses/pdf_json/a613b48533bc7943d6122d49c46528f0713bf6b5.json,document_parses/pmc_json/PMC8349690.xml.json,The Association Between Anti-diabetic Agents and Clinical Outcomes of COVID-19 in Patients with Diabetes: A Systematic Review and Meta-Analysis: Anti-diabetic Agents and COVID-19: A Meta-Analysis,Meta-Analysis,The Association Between Anti-diabetic Agents and Clinical Outcomes of COVID-19 in Patients with Diabetes: A Systematic Review and Meta-Analysis: Anti-diabetic Agents and COVID-19: A Meta-Analysis
iiy1wgga,10.2196/30557,,,document_parses/pmc_json/PMC8783287.xml.json,Enabling Research and Clinical Use of Patient-Generated Health Data (the mindLAMP Platform): Digital Phenotyping Study,Platform,-Generated Health Data (the mindLAMP Platform
ga625frn,10.1016/j.jaad.2020.06.1016,ff240ca7d60fef33cc320537caaa70cd984e377d,document_parses/pdf_json/ff240ca7d60fef33cc320537caaa70cd984e377d.json,,The spectrum of COVID-19-associated dermatologic manifestations: an international registry of 716 patients from 31 countries,registry,The spectrum of COVID-19-associated dermatologic manifestations: an international registry
kxivlo61,10.1039/d1lc00879j,,,,Immuno-biosensor on a chip: a self-powered microfluidic-based electrochemical biosensing platform for point-of-care quantification of proteins.,platform,Immuno-biosensor on a chip: a self-powered microfluidic-based electrochemical biosensing platform
ul63ekqq,10.3390/cancers14051243,,,,Valid-NEO: A Multi-Omics Platform for Neoantigen Detection and Quantification from Limited Clinical Samples,Platform,Valid-NEO: A Multi-Omics Platform
2a8hojse,10.4103/ijmm.ijmm_20_330,88ea5003310ce56ed7c1272b527b6a1dc600b51a,document_parses/pdf_json/88ea5003310ce56ed7c1272b527b6a1dc600b51a.json,,Effect of Chloroquine and Hydroxychloroquine on COVID-19 Virological Outcomes: An Updated Meta-Analysis,Meta-Analysis,Effect of Chloroquine and Hydroxychloroquine on COVID-19 Virological Outcomes: An Updated Meta-Analysis
mxh0n1w1,10.1007/s10561-021-09967-z,a60f836931597405e9c0a99b75519e9364a6601e,document_parses/pdf_json/a60f836931597405e9c0a99b75519e9364a6601e.json,document_parses/pmc_json/PMC8520074.xml.json,Blood and bone marrow donor registry of Istanbul medical faculty activity and experience in past 3 years: A cross-sectional documentation of TRIS activity: the first blood and marrow registry in Turkey,registry,documentation of TRIS activity: the first blood and marrow registry
i70j6955,10.3390/ijms22179620,9a52e1f87fbbd70812309452c0bc7a41b5abfc27,document_parses/pdf_json/9a52e1f87fbbd70812309452c0bc7a41b5abfc27.json,document_parses/pmc_json/PMC8431785.xml.json,OGT Protein Interaction Network (OGT-PIN): A Curated Database of Experimentally Identified Interaction Proteins of OGT,Database,(OGT-PIN): A Curated Database
rdo3ml3j,10.1016/j.jns.2021.117776,,,,Increased risk of death from COVID-19 in multiple sclerosis: A meta-analysis of observational studies,meta-analysis,Increased risk of death from COVID-19 in multiple sclerosis: A meta-analysis
ney1o9bh,10.14202/vetworld.2021.2782-2792,e3199919cfccb2e0e10d021719ec9fd6e97f7374,document_parses/pdf_json/e3199919cfccb2e0e10d021719ec9fd6e97f7374.json,document_parses/pmc_json/PMC8654752.xml.json,Severe acute respiratory syndrome-coronavirus 2 in domesticated animals and its potential of transmission: A meta-analysis,meta-analysis,respiratory syndrome-coronavirus 2 in domesticated animals and its potential of transmission: A meta-analysis
dxm0d7lj,10.1016/j.jinf.2021.03.008,6ab3688ce7d7aa871c7e575eddad102a2c2db826,document_parses/pdf_json/6ab3688ce7d7aa871c7e575eddad102a2c2db826.json,document_parses/pmc_json/PMC7970418.xml.json,IL-6 inhibition in the treatment of COVID-19: a meta-analysis and meta-regression,meta-analysis,IL-6 inhibition in the treatment of COVID-19: a meta-analysis
kmw53q5z,10.12669/pjms.37.5.4351,59cbf81f4b36b20d8487e46b364b76a5f47074f9,document_parses/pdf_json/59cbf81f4b36b20d8487e46b364b76a5f47074f9.json,document_parses/pmc_json/PMC8377922.xml.json,"Characteristics, risk factors and outcomes of gastrointestinal hemorrhage in COVID-19 patients: A meta-analysis",meta-analysis,"Characteristics, risk factors and outcomes of gastrointestinal hemorrhage in COVID-19 patients: A meta-analysis"
qyjtvwup,10.1080/14767058.2022.2033722,,,,Maternal infection with COVID-19 and increased risk of adverse pregnancy outcomes: a meta-analysis,meta-analysis,of adverse pregnancy outcomes: a meta-analysis
z4fnd13n,10.1111/bjd.19985,,,,P19: Cutaneous manifestations of COVID‐19 in the UK: a registry of digital submissions from interdisciplinary healthcare professionals,registry,P19: Cutaneous manifestations of COVID‐19 in the UK: a registry
qdwtekgc,10.1007/s00198-016-3824-z,1a196b0f80404e60339407054c9e0a767160cd59,document_parses/pdf_json/1a196b0f80404e60339407054c9e0a767160cd59.json,document_parses/pmc_json/PMC7079838.xml.json,Steroid therapy and the risk of osteonecrosis in SARS patients: a dose-response meta-analysis,meta-analysis,Steroid therapy and the risk of osteonecrosis in SARS patients: a dose-response meta-analysis
mbt8h1gr,10.3389/fnut.2021.795802,81ea67372d935f032326f21df3fd6baa9326a4d9,document_parses/pdf_json/81ea67372d935f032326f21df3fd6baa9326a4d9.json,document_parses/pmc_json/PMC8984108.xml.json,Responsible Governance for a Food and Nutrition E-Infrastructure: Case Study of the Determinants and Intake Data Platform,Platform,Infrastructure: Case Study of the Determinants and Intake Data Platform
98helrto,10.1101/2020.09.18.20195370,75255088a52f30e5f06d2380f8b9272073f21780,document_parses/pdf_json/75255088a52f30e5f06d2380f8b9272073f21780.json,,"Diagnosis of SARS-CoV-2 infection with LamPORE, a high-throughput platform combining loop-mediated isothermal amplification and nanopore sequencing",platform,"CoV-2 infection with LamPORE, a high-throughput platform"
kuqlbg8f,10.1016/j.btre.2021.e00605,a7fd04b5188cccfb7358cfaeefca7d3eae66cd82,document_parses/pdf_json/a7fd04b5188cccfb7358cfaeefca7d3eae66cd82.json,document_parses/pmc_json/PMC7937989.xml.json,Hepatitis B core-based virus-like particles: A platform for vaccine development in plants,platform,virus-like particles: A platform
or9bbdht,10.18433/jpps32518,,,,Association Between Vitamin D Levels and Inflammatory Markers in COVID-19 Patients: A Meta-Analysis of Observational Studies,Meta-Analysis,Association Between Vitamin D Levels and Inflammatory Markers in COVID-19 Patients: A Meta-Analysis
04d3qu60,10.3389/fmed.2021.809118,4db6db3173b956bb8ea722662a9262df6aba6063,document_parses/pdf_json/4db6db3173b956bb8ea722662a9262df6aba6063.json,document_parses/pmc_json/PMC8864161.xml.json,Gene Therapy Advances: A Meta-Analysis of AAV Usage in Clinical Settings,Meta-Analysis,Gene Therapy Advances: A Meta-Analysis
nw4e0uo2,10.1136/gutjnl-2021-325941,,,,Prevalence and outcomes of acute pancreatitis in COVID-19: a meta-analysis,meta-analysis,Prevalence and outcomes of acute pancreatitis in COVID-19: a meta-analysis
0uh5yarg,10.1186/s13054-021-03733-z,5e92ce7c28026fe456a2cbf911105cdb06447fc0,document_parses/pdf_json/5e92ce7c28026fe456a2cbf911105cdb06447fc0.json,document_parses/pmc_json/PMC8381710.xml.json,"The Dutch Data Warehouse, a multicenter and full-admission electronic health records database for critically ill COVID-19 patients",database,"The Dutch Data Warehouse, a multicenter and full-admission electronic health records database"
